TEN,NP,NOC,HHT,LNGI,ELEP,VEH,HINCP,RNTP,PUMA,COST_BURDALL,RMSP
Rented,2,0.0,Nonfamily household: Female householder: Not living alone,1.0,90.0,2.0,83000.0,2000.0,Charlotte City (Central),1.0,5
Rented,2,1.0,"Other family household: Male householder, no spouse present",1.0,130.0,2.0,60000.0,1200.0,Mecklenburg County (South)--Matthews Town (South),0.0,5
Rented,1,0.0,Nonfamily household: Male householder: Living alone,1.0,50.0,1.0,55000.0,1100.0,Charlotte City (Central),0.0,4
Rented,3,1.0,Married couple household,1.0,90.0,3.0,105000.0,930.0,Charlotte City (Northwest),0.0,6
Rented,2,0.0,Married couple household,1.0,70.0,2.0,69300.0,1200.0,Charlotte City (Southwest),0.0,3
Rented,2,0.0,Married couple household,1.0,100.0,2.0,49000.0,880.0,Charlotte City (Central),0.0,3
Rented,4,3.0,"Other family household: Female householder, no spouse present",1.0,130.0,1.0,480.0,200.0,Charlotte City (Central),1.0,6
Rented,5,3.0,Married couple household,1.0,170.0,2.0,96000.0,1500.0,Mecklenburg County (South)--Matthews Town (South),0.0,6
Rented,2,0.0,Nonfamily household: Female householder: Not living alone,1.0,180.0,2.0,107000.0,980.0,Charlotte City (Southwest),0.0,3
Rented,3,1.0,Married couple household,1.0,110.0,2.0,42000.0,1000.0,Mecklenburg County (East)--Mint Hill & Matthews (North) Towns,1.0,6
Rented,1,0.0,Nonfamily household: Female householder: Living alone,1.0,160.0,1.0,22000.0,650.0,Charlotte City (Northeast),1.0,5
Rented,2,0.0,"Other family household: Female householder, no spouse present",2.0,120.0,0.0,50500.0,800.0,Charlotte City (Northeast),0.0,4
Rented,4,3.0,"Other family household: Female householder, no spouse present",1.0,150.0,2.0,28100.0,1700.0,"Mecklenburg County (North)--Huntersville, Cornelius & Davidson Towns",1.0,9
Rented,1,0.0,Nonfamily household: Female householder: Living alone,1.0,60.0,1.0,0.0,1000.0,Charlotte City (Central),1.0,2
Rented,2,0.0,Nonfamily household: Male householder: Not living alone,1.0,130.0,2.0,80900.0,1400.0,Mecklenburg County (South)--Matthews Town (South),0.0,6
Rented,5,2.0,"Other family household: Female householder, no spouse present",1.0,80.0,3.0,44100.0,750.0,Charlotte City (Northeast),1.0,6
Rented,1,0.0,Nonfamily household: Female householder: Living alone,1.0,100.0,1.0,43900.0,1200.0,"Mecklenburg County (North)--Huntersville, Cornelius & Davidson Towns",1.0,4
Rented,3,1.0,"Other family household: Female householder, no spouse present",1.0,110.0,2.0,55000.0,1200.0,Mecklenburg County (East)--Mint Hill & Matthews (North) Towns,0.0,5
Rented,2,0.0,Married couple household,1.0,100.0,1.0,70000.0,1300.0,Charlotte City (South),0.0,4
Rented,1,0.0,Nonfamily household: Female householder: Living alone,1.0,50.0,1.0,35000.0,1000.0,Charlotte City (Central),1.0,2
Rented,2,0.0,Nonfamily household: Male householder: Not living alone,1.0,90.0,2.0,102500.0,980.0,Mecklenburg County (South)--Matthews Town (South),0.0,2
Rented,2,0.0,"Other family household: Female householder, no spouse present",1.0,90.0,2.0,25700.0,690.0,Charlotte City (Southwest),1.0,4
Rented,1,0.0,Nonfamily household: Male householder: Living alone,1.0,70.0,1.0,60000.0,900.0,Mecklenburg County (South)--Matthews Town (South),0.0,1
Rented,4,2.0,Married couple household,1.0,90.0,2.0,106000.0,1600.0,Charlotte City (Northeast),0.0,10
Rented,2,0.0,Married couple household,1.0,180.0,2.0,104000.0,1300.0,Mecklenburg County (East)--Mint Hill & Matthews (North) Towns,0.0,3
Rented,1,0.0,Nonfamily household: Male householder: Living alone,1.0,50.0,1.0,114000.0,850.0,Charlotte City (South),0.0,2
Rented,4,1.0,"Other family household: Female householder, no spouse present",1.0,140.0,2.0,90000.0,950.0,Charlotte City (Southwest),0.0,5
Rented,1,0.0,Nonfamily household: Male householder: Living alone,1.0,300.0,1.0,21000.0,1000.0,Charlotte City (Northwest),1.0,5
Rented,1,0.0,Nonfamily household: Male householder: Living alone,1.0,80.0,1.0,37000.0,1000.0,Charlotte City (Northwest),1.0,4
Rented,2,0.0,Nonfamily household: Male householder: Not living alone,2.0,90.0,2.0,52000.0,940.0,Charlotte City (Central),0.0,4
Rented,1,0.0,Nonfamily household: Female householder: Living alone,1.0,150.0,0.0,17000.0,500.0,Charlotte City (Northwest),1.0,4
Rented,3,2.0,"Other family household: Female householder, no spouse present",1.0,200.0,1.0,31800.0,1100.0,Charlotte City (Northwest),1.0,9
Rented,2,0.0,"Other family household: Male householder, no spouse present",1.0,160.0,1.0,97100.0,2100.0,Charlotte City (Central),0.0,8
Rented,1,0.0,Nonfamily household: Male householder: Living alone,1.0,140.0,0.0,25000.0,900.0,Charlotte City (Northeast),1.0,3
Rented,1,0.0,Nonfamily household: Female householder: Living alone,1.0,70.0,1.0,56000.0,1200.0,Charlotte City (Central),0.0,5
Rented,2,0.0,Married couple household,1.0,250.0,2.0,20000.0,880.0,Mecklenburg County (East)--Mint Hill & Matthews (North) Towns,1.0,6
Rented,1,0.0,Nonfamily household: Female householder: Living alone,1.0,50.0,1.0,43000.0,1000.0,Charlotte City (South),1.0,4
Rented,1,0.0,Nonfamily household: Female householder: Living alone,1.0,80.0,1.0,26600.0,1400.0,Charlotte City (South),1.0,4
Rented,1,0.0,Nonfamily household: Female householder: Living alone,1.0,90.0,1.0,16900.0,690.0,Charlotte City (Southwest),1.0,4
Rented,1,0.0,Nonfamily household: Female householder: Living alone,1.0,160.0,2.0,30000.0,850.0,Charlotte City (Central),1.0,7
Rented,1,0.0,Nonfamily household: Female householder: Living alone,1.0,120.0,1.0,48000.0,1000.0,Charlotte City (South),0.0,4
Rented,4,3.0,"Other family household: Female householder, no spouse present",1.0,200.0,0.0,5200.0,600.0,Charlotte City (South),1.0,5
Rented,5,3.0,"Other family household: Female householder, no spouse present",1.0,170.0,3.0,64000.0,1300.0,"Mecklenburg County (North)--Huntersville, Cornelius & Davidson Towns",1.0,9
Rented,1,0.0,Nonfamily household: Male householder: Living alone,1.0,60.0,0.0,40000.0,990.0,Charlotte City (Southwest),1.0,2
Rented,4,2.0,Married couple household,1.0,180.0,2.0,51000.0,2800.0,Charlotte City (South),1.0,6
Rented,3,1.0,Married couple household,1.0,150.0,2.0,45000.0,1100.0,"Mecklenburg County (North)--Huntersville, Cornelius & Davidson Towns",1.0,5
Rented,4,0.0,"Other family household: Female householder, no spouse present",1.0,120.0,4.0,78750.0,1400.0,Charlotte City (South),0.0,3
Rented,2,0.0,"Other family household: Female householder, no spouse present",1.0,70.0,1.0,38900.0,2100.0,Charlotte City (Southwest),1.0,8
Rented,2,1.0,"Other family household: Female householder, no spouse present",1.0,170.0,2.0,25000.0,950.0,Charlotte City (Northwest),1.0,5
Rented,3,0.0,"Other family household: Female householder, no spouse present",1.0,190.0,2.0,27500.0,600.0,Mecklenburg County (South)--Matthews Town (South),1.0,6
Rented,1,0.0,Nonfamily household: Female householder: Living alone,1.0,100.0,1.0,70000.0,930.0,Mecklenburg County (South)--Matthews Town (South),0.0,3
Rented,1,0.0,Nonfamily household: Female householder: Living alone,1.0,100.0,1.0,16000.0,750.0,Charlotte City (Northwest),1.0,4
Rented,3,2.0,"Other family household: Male householder, no spouse present",1.0,200.0,1.0,125000.0,1400.0,"Mecklenburg County (North)--Huntersville, Cornelius & Davidson Towns",0.0,6
Rented,2,0.0,Married couple household,2.0,80.0,2.0,38700.0,750.0,Charlotte City (Central),0.0,3
Rented,2,0.0,Nonfamily household: Male householder: Not living alone,1.0,80.0,2.0,103140.0,1200.0,Charlotte City (Central),0.0,2
Rented,4,0.0,"Other family household: Female householder, no spouse present",1.0,130.0,2.0,107400.0,1100.0,Charlotte City (Northeast),0.0,5
Rented,3,0.0,Married couple household,2.0,100.0,2.0,34000.0,850.0,Charlotte City (Northeast),1.0,4
Rented,2,0.0,Nonfamily household: Male householder: Not living alone,1.0,130.0,3.0,98000.0,1200.0,Charlotte City (Northeast),0.0,4
Rented,1,0.0,Nonfamily household: Female householder: Living alone,1.0,50.0,1.0,11200.0,230.0,Charlotte City (Central),1.0,4
Rented,1,0.0,Nonfamily household: Male householder: Living alone,1.0,190.0,1.0,72000.0,1100.0,"Mecklenburg County (North)--Huntersville, Cornelius & Davidson Towns",0.0,4
Rented,1,0.0,Nonfamily household: Male householder: Living alone,1.0,40.0,0.0,124600.0,630.0,Charlotte City (Central),0.0,2
Rented,1,0.0,Nonfamily household: Male householder: Living alone,1.0,40.0,1.0,73200.0,630.0,Charlotte City (Central),0.0,3
Rented,2,0.0,Nonfamily household: Female householder: Not living alone,1.0,70.0,2.0,72000.0,1000.0,Charlotte City (Central),0.0,6
Rented,2,0.0,Married couple household,2.0,50.0,1.0,73000.0,860.0,Charlotte City (Southwest),0.0,2
Rented,1,0.0,Nonfamily household: Female householder: Living alone,1.0,50.0,1.0,19000.0,810.0,Charlotte City (South),1.0,5
Rented,2,0.0,Married couple household,1.0,90.0,2.0,70000.0,1100.0,Charlotte City (Southwest),0.0,3
Rented,2,0.0,"Other family household: Female householder, no spouse present",1.0,190.0,1.0,17800.0,930.0,Charlotte City (Northwest),1.0,5
Rented,1,0.0,Nonfamily household: Female householder: Living alone,1.0,80.0,1.0,36000.0,950.0,Charlotte City (South),1.0,4
Rented,3,1.0,"Other family household: Female householder, no spouse present",1.0,70.0,2.0,60000.0,800.0,Charlotte City (Northeast),0.0,4
Rented,1,0.0,Nonfamily household: Female householder: Living alone,1.0,30.0,0.0,10700.0,630.0,Charlotte City (Southwest),1.0,3
Rented,3,0.0,Married couple household,1.0,130.0,3.0,51900.0,620.0,Charlotte City (Northeast),0.0,5
Rented,1,0.0,Nonfamily household: Male householder: Living alone,2.0,200.0,1.0,0.0,460.0,Charlotte City (Northwest),1.0,4
Rented,1,0.0,Nonfamily household: Female householder: Living alone,1.0,180.0,0.0,7000.0,90.0,"Mecklenburg County (North)--Huntersville, Cornelius & Davidson Towns",1.0,3
Rented,1,0.0,Nonfamily household: Male householder: Living alone,1.0,100.0,1.0,35000.0,850.0,Mecklenburg County (East)--Mint Hill & Matthews (North) Towns,1.0,3
Rented,3,1.0,Married couple household,1.0,120.0,2.0,115250.0,1300.0,Mecklenburg County (South)--Matthews Town (South),0.0,5
Rented,5,3.0,"Other family household: Female householder, no spouse present",1.0,70.0,2.0,154000.0,1900.0,Mecklenburg County (South)--Matthews Town (South),0.0,9
Rented,2,0.0,"Other family household: Female householder, no spouse present",1.0,100.0,1.0,129000.0,1200.0,Charlotte City (Southwest),0.0,3
Rented,1,0.0,Nonfamily household: Male householder: Living alone,1.0,80.0,0.0,23000.0,850.0,Charlotte City (Northwest),1.0,4
Rented,2,0.0,Married couple household,1.0,100.0,3.0,30000.0,900.0,Charlotte City (Northwest),1.0,6
Rented,1,0.0,Nonfamily household: Female householder: Living alone,1.0,80.0,1.0,30030.0,2100.0,Charlotte City (Central),1.0,3
Rented,1,0.0,Nonfamily household: Female householder: Living alone,1.0,130.0,1.0,28000.0,730.0,Charlotte City (Northwest),1.0,6
Rented,4,1.0,"Other family household: Female householder, no spouse present",1.0,100.0,2.0,25400.0,1400.0,Mecklenburg County (East)--Mint Hill & Matthews (North) Towns,1.0,7
Rented,2,1.0,"Other family household: Female householder, no spouse present",1.0,90.0,1.0,5000.0,760.0,Mecklenburg County (East)--Mint Hill & Matthews (North) Towns,1.0,4
Rented,5,3.0,Married couple household,2.0,80.0,1.0,39600.0,1000.0,Charlotte City (Southwest),1.0,9
Rented,1,0.0,Nonfamily household: Female householder: Living alone,1.0,40.0,1.0,42000.0,1000.0,Charlotte City (Southwest),1.0,2
Rented,1,0.0,Nonfamily household: Female householder: Living alone,1.0,90.0,1.0,34000.0,620.0,Charlotte City (Northwest),0.0,3
Rented,2,0.0,Nonfamily household: Male householder: Not living alone,1.0,130.0,2.0,220000.0,1400.0,Charlotte City (Central),0.0,3
Rented,3,1.0,Married couple household,2.0,110.0,2.0,21900.0,720.0,Charlotte City (Northeast),1.0,3
Rented,1,0.0,Nonfamily household: Male householder: Living alone,1.0,80.0,1.0,125000.0,1300.0,Charlotte City (Southwest),0.0,4
Rented,2,0.0,Married couple household,1.0,120.0,2.0,50000.0,1200.0,"Mecklenburg County (North)--Huntersville, Cornelius & Davidson Towns",1.0,6
Rented,4,3.0,"Other family household: Female householder, no spouse present",1.0,200.0,1.0,0.0,1700.0,Mecklenburg County (South)--Matthews Town (South),1.0,4
Rented,5,3.0,Married couple household,2.0,160.0,2.0,42900.0,1000.0,Mecklenburg County (South)--Matthews Town (South),1.0,4
Rented,9,0.0,"Other family household: Female householder, no spouse present",1.0,160.0,1.0,81600.0,200.0,Charlotte City (Northwest),0.0,6
Rented,1,0.0,Nonfamily household: Male householder: Living alone,1.0,60.0,1.0,15000.0,1200.0,Charlotte City (Central),1.0,2
Rented,2,0.0,Married couple household,1.0,110.0,2.0,56000.0,400.0,Mecklenburg County (East)--Mint Hill & Matthews (North) Towns,0.0,6
Rented,1,0.0,Nonfamily household: Female householder: Living alone,1.0,70.0,1.0,42000.0,420.0,Charlotte City (Southwest),0.0,3
Rented,1,0.0,Nonfamily household: Female householder: Living alone,1.0,50.0,2.0,8500.0,1200.0,Mecklenburg County (East)--Mint Hill & Matthews (North) Towns,1.0,4
Rented,2,1.0,"Other family household: Female householder, no spouse present",1.0,160.0,1.0,40000.0,1100.0,Charlotte City (Northeast),1.0,4
Rented,2,0.0,Nonfamily household: Female householder: Not living alone,1.0,70.0,2.0,100000.0,1600.0,Charlotte City (Southwest),0.0,5
Rented,2,0.0,Nonfamily household: Female householder: Not living alone,1.0,180.0,2.0,82000.0,1800.0,Charlotte City (Central),0.0,4
Rented,1,0.0,Nonfamily household: Male householder: Living alone,1.0,180.0,0.0,22300.0,630.0,Charlotte City (Northwest),1.0,1
Rented,1,0.0,Nonfamily household: Female householder: Living alone,1.0,60.0,1.0,37250.0,1100.0,Charlotte City (Southwest),1.0,2
Rented,1,0.0,Nonfamily household: Female householder: Living alone,1.0,70.0,1.0,0.0,770.0,Mecklenburg County (East)--Mint Hill & Matthews (North) Towns,1.0,3
Rented,5,3.0,"Other family household: Female householder, no spouse present",2.0,290.0,2.0,33800.0,1000.0,Charlotte City (Central),1.0,5
Rented,2,0.0,Nonfamily household: Female householder: Not living alone,1.0,150.0,0.0,79900.0,1200.0,Charlotte City (Southwest),0.0,3
Rented,2,0.0,Nonfamily household: Female householder: Not living alone,1.0,200.0,2.0,56000.0,900.0,Mecklenburg County (East)--Mint Hill & Matthews (North) Towns,0.0,4
Rented,2,0.0,Nonfamily household: Male householder: Not living alone,1.0,270.0,0.0,32000.0,800.0,Charlotte City (Northeast),1.0,5
Rented,2,0.0,Married couple household,1.0,90.0,1.0,75000.0,1000.0,Charlotte City (Northwest),0.0,4
Rented,2,0.0,Nonfamily household: Male householder: Not living alone,1.0,80.0,1.0,15000.0,590.0,Charlotte City (Central),1.0,2
Rented,2,0.0,Nonfamily household: Female householder: Not living alone,1.0,160.0,1.0,38000.0,540.0,Charlotte City (Northwest),0.0,3
Rented,6,0.0,"Other family household: Female householder, no spouse present",1.0,150.0,3.0,105600.0,980.0,Charlotte City (Central),0.0,9
Rented,4,1.0,Married couple household,1.0,220.0,1.0,45000.0,1000.0,Mecklenburg County (East)--Mint Hill & Matthews (North) Towns,1.0,5
Rented,1,0.0,Nonfamily household: Male householder: Living alone,1.0,100.0,1.0,42000.0,950.0,Charlotte City (Northeast),1.0,4
Rented,3,1.0,Married couple household,2.0,250.0,1.0,12000.0,910.0,Charlotte City (Northwest),1.0,5
Rented,1,0.0,Nonfamily household: Male householder: Living alone,1.0,60.0,1.0,35000.0,790.0,Charlotte City (Northeast),1.0,4
Rented,1,0.0,Nonfamily household: Male householder: Living alone,1.0,100.0,1.0,49000.0,1700.0,Charlotte City (Northeast),1.0,1
Rented,4,2.0,Married couple household,1.0,80.0,2.0,150000.0,2100.0,Charlotte City (Northwest),0.0,9
Rented,1,0.0,Nonfamily household: Male householder: Living alone,1.0,30.0,1.0,90800.0,1100.0,Mecklenburg County (South)--Matthews Town (South),0.0,5
Rented,1,0.0,Nonfamily household: Male householder: Living alone,1.0,50.0,1.0,84000.0,1200.0,Charlotte City (Southwest),0.0,2
Rented,2,0.0,"Other family household: Female householder, no spouse present",1.0,220.0,2.0,36100.0,1100.0,Mecklenburg County (South)--Matthews Town (South),1.0,3
Rented,2,0.0,Married couple household,1.0,60.0,2.0,108200.0,1100.0,"Mecklenburg County (North)--Huntersville, Cornelius & Davidson Towns",0.0,5
Rented,3,0.0,"Other family household: Female householder, no spouse present",1.0,250.0,1.0,53800.0,1200.0,Charlotte City (South),1.0,5
Rented,2,0.0,Married couple household,1.0,110.0,1.0,254000.0,1300.0,Charlotte City (South),0.0,2
Rented,2,0.0,Married couple household,1.0,50.0,2.0,21400.0,920.0,Charlotte City (Northeast),1.0,5
Rented,1,0.0,Nonfamily household: Male householder: Living alone,1.0,40.0,2.0,9000.0,370.0,Charlotte City (Northwest),1.0,3
Rented,4,2.0,Married couple household,1.0,150.0,2.0,48400.0,1000.0,Charlotte City (Northwest),1.0,6
Rented,2,0.0,Nonfamily household: Female householder: Not living alone,1.0,120.0,1.0,64000.0,880.0,Charlotte City (Central),0.0,6
Rented,2,1.0,"Other family household: Female householder, no spouse present",1.0,180.0,1.0,31500.0,1000.0,Charlotte City (Central),1.0,7
Rented,2,0.0,"Other family household: Male householder, no spouse present",1.0,50.0,2.0,60000.0,1400.0,Charlotte City (South),0.0,6
Rented,2,0.0,"Other family household: Male householder, no spouse present",1.0,100.0,2.0,93000.0,1200.0,Charlotte City (Southwest),0.0,4
Rented,4,2.0,Married couple household,1.0,120.0,2.0,54000.0,800.0,Mecklenburg County (East)--Mint Hill & Matthews (North) Towns,0.0,5
Rented,3,0.0,"Other family household: Male householder, no spouse present",1.0,480.0,1.0,55500.0,550.0,"Mecklenburg County (North)--Huntersville, Cornelius & Davidson Towns",0.0,4
Rented,1,0.0,Nonfamily household: Male householder: Living alone,1.0,60.0,2.0,61000.0,1300.0,Charlotte City (Central),0.0,1
Rented,1,0.0,Nonfamily household: Female householder: Living alone,1.0,60.0,1.0,50000.0,1000.0,Mecklenburg County (South)--Matthews Town (South),0.0,2
Rented,4,2.0,Married couple household,1.0,100.0,1.0,38500.0,1100.0,Mecklenburg County (East)--Mint Hill & Matthews (North) Towns,1.0,4
Rented,2,0.0,Married couple household,1.0,120.0,2.0,38500.0,1000.0,Charlotte City (South),1.0,5
Rented,1,0.0,Nonfamily household: Male householder: Living alone,1.0,30.0,1.0,56000.0,630.0,Charlotte City (Southwest),0.0,2
Rented,2,1.0,"Other family household: Female householder, no spouse present",1.0,70.0,0.0,27800.0,420.0,Charlotte City (Northwest),0.0,5
